"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"1527","ESSFdk2/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"1528","ESSFdk2/Vs01","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"1529","ESSFdk2/Vs01.1","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"1530","ESSFdk2/Vs01.2","+","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"1531","ESSFdk2/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"1532","ESSFdk2/Vs03","+","Sitka alder – Hellebore","Vs","avalanche shrub"
"1533","ESSFdk2/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1534","ESSFdk2/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1535","ESSFdk2/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1536","ESSFdk2/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1537","ESSFdk2/Vs12","+","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"1538","ESSFdk2/Wb15","+","Sxw – Labrador tea – Peat moss","Wb","wetland bog "
"1539","ESSFdk2/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"1540","ESSFdk2/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"1541","ESSFdk2/Wf03","+","Water sedge – Peat moss","Wf","wetland fen"
"1542","ESSFdk2/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1543","ESSFdk2/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"1544","ESSFdk2/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1545","ESSFdk2/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1546","ESSFdk2/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"1547","ESSFdk2/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"1548","ESSFdk2/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"1549","ESSFdk2/Ws08","+","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1550","ESSFdk2/Ws13","+","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"1551","ESSFdkp/Ag01","+","Timber oatgrass – Grouseberry – Sandwort","Ag","alpine grassland"
"1552","ESSFdkp/Gg14","+","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1553","ESSFdkp/Gg16","+","Rough fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1554","ESSFdkw/101","+","BlSe – Grouseberry – Leafy liverwort",NA,NA
"1555","ESSFdkw/101.1","+","BlSe – Grouseberry – Leafy liverwort",NA,NA
"1556","ESSFdkw/101.2","+","BlSe – Rhododendeon – Grouseberry",NA,NA
"1557","ESSFdkw/102","+","BlLa – Grouseberry",NA,NA
"1558","ESSFdkw/103","+","BlSePa – Grouseberry",NA,NA
"1559","ESSFdkw/110","+","BlSe – Grouseberry – Valerian",NA,NA
"1560","ESSFdkw/Ag01","+","Timber oatgrass – Grouseberry – Sandwort","Ag","alpine grassland"
"1561","ESSFdkw/Gb20","+","Saskatoon – Soopolallie – Juniper","Gb","brushland"
"1562","ESSFdkw/Gg14","+","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1563","ESSFdkw/Gg16","+","Rough fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1564","ESSFdkw/Gg17","+","Idaho fescue – Bluebunch wheatgrass – Sulphur buckwheat","Gg","grassland "
"1565","ESSFdkw/Gg33","+","Pinegrass – Yellow penstemon","Gg","grassland "
"1566","ESSFdkw/Ro06","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1567","ESSFdkw/Ro07","+","Juniper – Soopolallie – Shrubby cinquefoil","Ro","rocky outcrop"
"1568","ESSFdkw/Ro10","+","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"1569","ESSFdkw/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"1570","ESSFdkw/Rt01","+","Rocktripe – Green map","Rt","talus"
"1571","ESSFdkw/Rt20","+","Spotted saxifrage – Clad lichen","Rt","talus"
"1572","ESSFdkw/Rt21","+","La – Pink mountain-heath – Heron's-bill","Rt","talus"
"1573","ESSFdkw/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1574","ESSFdkw/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1575","ESSFdkw/Vh01.2","+","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"1576","ESSFdkw/Vh02","+","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1577","ESSFdkw/Vh02.1","+","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1578","ESSFdkw/Vh02.2","+","Valerian – Showy sedge – Fireweed","Vh","avalanche herb"
"1579","ESSFdkw/Vh10","+","Fireweed – Grouseberry","Vh","avalanche herb"
"1580","ESSFdkw/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"1581","ESSFdkw/Vh12","+","Idaho fescue – Sulphur buckwheat – Fireweed","Vh","avalanche herb"
"1582","ESSFdkw/Vs03","+","Sitka alder – Hellebore","Vs","avalanche shrub"
"1583","ESSFdkw/Vs12","+","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"1584","ESSFdkw/Vs13","+","Huckleberry – Bear-grass – Fireweed","Vs","avalanche shrub"
"1585","ESSFdkw/Wf03","+","Water sedge – Peat moss","Wf","wetland fen"
"1586","ESSFdkw/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1587","ESSFdkw/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1588","ESSFdkw/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1589","ESSFdkw/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"1590","ESSFdkw/Ws13","+","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"1591","ESSFmc/01","+","Bl – Huckleberry – Leafy liverwort",NA,NA
"1592","ESSFmc/01a","+","Bl – Huckleberry – Leafy liverwort; Medium-textured",NA,NA
"1593","ESSFmc/01b","+","Bl – Huckleberry – Leafy liverwort; Fine-textured",NA,NA
"1594","ESSFmc/02","+","BlPl – Juniper – Cladonia",NA,NA
"1595","ESSFmc/03","+","Bl – Huckleberry – Crowberry",NA,NA
"1596","ESSFmc/04","+","Bl – Huckleberry – Heron's-bill",NA,NA
"1597","ESSFmc/05","+","Bl – Huckleberry – Thimbleberry",NA,NA
"1598","ESSFmc/06","+","Bl – Oak fern – Heron's-bill",NA,NA
"1599","ESSFmc/07","+","Bl – Devil's club – Lady fern",NA,NA
"1600","ESSFmc/09","+","Bl – Horsetail – Glow moss",NA,NA
"1601","ESSFmc/10","+","Bl – Horsetail – Leafy moss",NA,NA
"1602","ESSFmc/11","+","Pl – Few-flowered sedge – Peat moss",NA,NA
"1603","ESSFmc/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"1604","ESSFmc/Wf03","+","Water sedge – Peat moss","Wf","wetland fen"
"1605","ESSFmc/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1606","ESSFmc/Wf09","+","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"1607","ESSFmc/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1608","ESSFmc/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1609","ESSFmc/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"1610","ESSFmcw/101","+","Bl – Huckleberry – (Valerian) – Heron's-bill",NA,NA
"1611","ESSFmcw/101a","+","Bl – Huckleberry – (Valerian) – Heron's-bill; Mesic phase",NA,NA
"1612","ESSFmcw/101b","+","Bl – Huckleberry – (Valerian) – Heron's-bill; Submesic phase",NA,NA
"1613","ESSFmcw/102","+","Bl(Pa) – Crowberry – Heron's-bill",NA,NA
"1614","ESSFmcw/110","+","Bl – Valerian – Leafy liverwort",NA,NA
"1615","ESSFmcw/111","+","Bl – Leatherleaf – Leafy moss",NA,NA
"1616","ESSFmh/101","+","BlSe – Rhododendron – Foamflower",NA,NA
"1617","ESSFmh/102","+","FdPl – Juniper – Falsebox",NA,NA
"1618","ESSFmh/103","+","BlFd – Huckleberry – Falsebox",NA,NA
"1619","ESSFmh/104","+","BlPl – Falsebox – Grouseberry",NA,NA
"1620","ESSFmh/105","+","BlCwLw – Queen's cup",NA,NA
"1621","ESSFmh/110","+","Bl – Rhododendron – Oak fern",NA,NA
"1622","ESSFmh/111","+","BlSe – Lady fern – Oak fern",NA,NA
"1623","ESSFmh/112","+","SeBl – Horsetail – Arrow–leaved groundsel",NA,NA
"1624","ESSFmh/112a","+","SeBl – Horsetail – Arrow–leaved groundsel; Riparian phase",NA,NA
"1625","ESSFmh/112b","+","SeBl – Horsetail – Arrow–leaved groundsel; Swamp phase",NA,NA
"1626","ESSFmh/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"1627","ESSFmh/Ff01a","+","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"1628","ESSFmh/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"1629","ESSFmh/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"1630","ESSFmh/Fl04","+","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"1631","ESSFmh/Fl05","+","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"1632","ESSFmh/Gb21","+","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"1633","ESSFmh/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"1634","ESSFmh/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"1635","ESSFmh/Ro06","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1636","ESSFmh/Ro06.1","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1637","ESSFmh/Ro06.2","+","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"1638","ESSFmh/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"1639","ESSFmh/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"1640","ESSFmh/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"1641","ESSFmh/Ro10","+","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"1642","ESSFmh/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"1643","ESSFmh/Rt01","+","Rocktripe – Green map","Rt","talus"
"1644","ESSFmh/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"1645","ESSFmh/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"1646","ESSFmh/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"1647","ESSFmh/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"1648","ESSFmh/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"1649","ESSFmh/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1650","ESSFmh/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1651","ESSFmh/Vh01.2","+","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"1652","ESSFmh/Vh02","+","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1653","ESSFmh/Vh02.1","+","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1654","ESSFmh/Vh03","+","Lady fern – Hellebore – Valerian","Vh","avalanche herb"
"1655","ESSFmh/Vh10","+","Fireweed – Grouseberry","Vh","avalanche herb"
"1656","ESSFmh/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"1657","ESSFmh/Vs01","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"1658","ESSFmh/Vs01.1","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"1659","ESSFmh/Vs01.2","+","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"1660","ESSFmh/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"1661","ESSFmh/Vs04","+","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"1662","ESSFmh/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1663","ESSFmh/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1664","ESSFmh/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1665","ESSFmh/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1666","ESSFmh/Vs12","+","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"1667","ESSFmh/Vs14","+","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"1668","ESSFmh/Wb16","+","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"1669","ESSFmh/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"1670","ESSFmh/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"1671","ESSFmh/Wf03","+","Water sedge – Peat moss","Wf","wetland fen"
"1672","ESSFmh/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1673","ESSFmh/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"1674","ESSFmh/Wf09","+","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"1675","ESSFmh/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"1676","ESSFmh/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1677","ESSFmh/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1678","ESSFmh/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"1679","ESSFmh/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"1680","ESSFmh/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"1681","ESSFmh/Ws08","+","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1682","ESSFmh/Ws08.1","+","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1683","ESSFmh/Ws08.2","+","SeBl – Horsetail – Canby's Lovage","Ws","wetland swamp"
"1684","ESSFmh/Ws13","+","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"1685","ESSFmk/01","+","BlHm – Twistedstalk",NA,NA
"1686","ESSFmk/02","+","BlPa – Cladonia",NA,NA
"1687","ESSFmk/02a","+","BlPa – Cladonia; Lithic",NA,NA
"1688","ESSFmk/02b","+","BlPa – Cladonia; Fluvial",NA,NA
"1689","ESSFmk/03","+","BlHm – Cladonia",NA,NA
"1690","ESSFmk/04","+","BlHm – Oak fern",NA,NA
"1691","ESSFmk/05","+","Bl – Devil's club – Lady fern",NA,NA
"1692","ESSFmk/06","+","Bl – Horsetail – Leafy moss",NA,NA
"1693","ESSFmk/07","+","Bl – Lady fern – Horsetail",NA,NA
"1694","ESSFmkw/101","+","Bl(Hm) – Huckleberry – (Twistedstalk) – Heron's-bill",NA,NA
"1695","ESSFmkw/102","+","BlPa(Hm) – Huckleberry – Clad lichens",NA,NA
"1696","ESSFmkw/104","+","BlHm – Huckleberry – Blueberry",NA,NA
"1697","ESSFmkw/110","+","Bl(Hm) – Huckleberry – Valerian – Leafy moss",NA,NA
"1698","ESSFmkw/111","+","Bl – Valerian – Sitka burnet – Horsetail",NA,NA
"1699","ESSFmm1/01","+","Bl – Azalea – Gooseberry",NA,NA
"1700","ESSFmm1/02","+","Bl – Huckleberry – Feather moss",NA,NA
"1701","ESSFmm1/03","+","BlPl – Cladina",NA,NA
"1702","ESSFmm1/04","+","Bl – Azalea – Rhododendron",NA,NA
"1703","ESSFmm1/05","+","Bl – Oak fern – Bramble",NA,NA
"1704","ESSFmm1/06","+","Bl – Devil's club – Lady fern",NA,NA
"1705","ESSFmm1/07","+","Bl – Labrador tea – Horsetail",NA,NA
"1706","ESSFmm3/101","+","Bl – Azalea – Bramble",NA,NA
"1707","ESSFmm3/102","+","BlFd – Juniper – Clad lichen",NA,NA
"1708","ESSFmm3/103","+","Bl – Huckleberry – Clad lichen",NA,NA
"1709","ESSFmm3/104","+","Bl – Azalea – Feather moss",NA,NA
"1710","ESSFmm3/110","+","BlSe – Azalea – Oak fern",NA,NA
"1711","ESSFmm3/111","+","BlSe – Valerian – Leafy liverwort",NA,NA
"1712","ESSFmm3/112","+","Se – Horsetail – Valerian",NA,NA
"1713","ESSFmv1/01","+","Bl – Rhododendron – Feather moss",NA,NA
"1714","ESSFmv1/02","+","Pl – Huckleberry – Cladonia",NA,NA
"1715","ESSFmv1/03","+","Bl – Huckleberry – Feather moss",NA,NA
"1716","ESSFmv1/04","+","Bl – Huckleberry – Gooseberry",NA,NA
"1717","ESSFmv1/05","+","Bl – Horsetail – Glow moss",NA,NA
"1718","ESSFmv2/01","+","Bl – Rhododendron – Feather moss",NA,NA
"1719","ESSFmv2/02","+","Bl – Lingonberry",NA,NA
"1720","ESSFmv2/04","+","Bl – Oak fern – Knight's plume",NA,NA
"1721","ESSFmv2/05","+","Bl – Devil's club – Rhododendron",NA,NA
"1722","ESSFmv2/06","+","Bl – Alder – Horsetail",NA,NA
"1723","ESSFmv2/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"1724","ESSFmv3/01","+","Bl – Rhododendron – Feather moss",NA,NA
"1725","ESSFmv3/02","+","BlPl – Crowberry – Cladina",NA,NA
"1726","ESSFmv3/04","+","Bl – Oak fern – Knight's plume",NA,NA
"1727","ESSFmv3/05","+","Bl – Devil's club – Rhododendron",NA,NA
"1728","ESSFmv3/06","+","Sxw – Huckleberry – High bush-cranberry",NA,NA
"1729","ESSFmv3/07","+","Bl – Horsetail – Feather moss",NA,NA
"1730","ESSFmv3/08","+","BlPl – Rhododendron",NA,NA
"1731","ESSFmv4/01","+","Bl – Rhododendron – Feather moss",NA,NA
"1732","ESSFmv4/02","+","BlPl – Crowberry – Cladina",NA,NA
"1733","ESSFmv4/04","+","Bl – Rhododendron – Horsetail",NA,NA
"1734","ESSFmv4/05","+","Bl – Alder – Horsetail",NA,NA
"1735","ESSFmw1/101","+","BlBa – Rhododendron – Bramble",NA,NA
"1736","ESSFmw1/102","+","PlBl – Grouseberry – Rock mosses",NA,NA
"1737","ESSFmw1/102.1","+","PlBl – Grouseberry – Rock mosses",NA,NA
"1738","ESSFmw1/102.2","+","Bl – Huckleberry – Rock mosses",NA,NA
"1739","ESSFmw1/103","+","BlPl – Falsebox – Grouseberry",NA,NA
"1740","ESSFmw1/105","+","BlBa – Huckleberry – Pipecleaner moss",NA,NA
"1741","ESSFmw1/111","+","Se – Horsetail – Valerian",NA,NA
"1742","ESSFmw1/Ro06","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1743","ESSFmw1/Ro06.1","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1744","ESSFmw1/Ro06.2","+","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"1745","ESSFmw1/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"1746","ESSFmw1/Rt01","+","Rocktripe – Green map","Rt","talus"
"1747","ESSFmw1/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"1748","ESSFmw1/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1749","ESSFmw1/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1750","ESSFmw1/Vh02","+","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1751","ESSFmw1/Vh04","+","Valerian – Meadowrue – Waterleaf","Vh","avalanche herb"
"1752","ESSFmw1/Vs01","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"1753","ESSFmw1/Vs01.1","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"1754","ESSFmw1/Vs01.2","+","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"1755","ESSFmw1/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"1756","ESSFmw1/Vs03","+","Sitka alder – Hellebore","Vs","avalanche shrub"
"1757","ESSFmw1/Vs04","+","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"1758","ESSFmw1/Vs05","+","Sitka alder – Waterleaf","Vs","avalanche shrub"
"1759","ESSFmw1/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1760","ESSFmw1/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1761","ESSFmw1/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1762","ESSFmw1/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1763","ESSFmw1/Vs14","+","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"1764","ESSFmw1/Vs50","+","Sitka alder – Salmonberry","Vs","avalanche shrub"
"1765","ESSFmw1/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"1766","ESSFmw1/Wf03","+","Water sedge – Peat moss","Wf","wetland fen"
"1767","ESSFmw1/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1768","ESSFmw1/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"1769","ESSFmw1/Wf09","+","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"1770","ESSFmw1/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"1771","ESSFmw1/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1772","ESSFmw1/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1773","ESSFmw1/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"1774","ESSFmw1/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"1775","ESSFmw1/Ws08","+","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1776","ESSFmw1/Ws08.1","+","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1777","ESSFmw1/Ws13","+","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"1778","ESSFmw2/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"1779","ESSFmw2/Wf03","+","Water sedge – Peat moss","Wf","wetland fen"
"1780","ESSFmw2/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1781","ESSFmw2/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1782","ESSFmw2/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1783","ESSFmw2/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"1784","ESSFvc/01","+","BlHm – Rhododendron – Oak fern",NA,NA
"1785","ESSFvc/02","+","BlHm – Rhododendron – Leafy liverwort",NA,NA
"1786","ESSFvc/03","+","BlHm – Rhododendron – Pipecleaner moss",NA,NA
"1787","ESSFvc/04","+","BlHm – Devil's club – Lady fern",NA,NA
"1788","ESSFvc/05","+","BlHm – Horsetail",NA,NA
"1789","ESSFvc/06","+","Sedge – Sphagnum",NA,NA
